match_date,venue,city,team_1,team_2,toss_winner,toss_decision,match_winner
2015-06-07,"County Ground, Bristol",Bristol,Lancashire,Gloucestershire,Gloucestershire,field,Lancashire
2015-06-07,"St Lawrence Ground, Canterbury",Canterbury,Kent,Derbyshire,Kent,bat,Derbyshire
2015-06-07,"Grace Road, Leicester",Leicester,Surrey,Leicestershire,Leicestershire,field,Surrey
2015-06-07,"County Ground, Northampton",Northampton,Essex,Northamptonshire,Essex,bat,
2015-06-14,"County Ground, Chelmsford",Chelmsford,Derbyshire,Essex,Essex,field,Essex
2015-06-14,"Old Trafford, Manchester",Manchester,Leicestershire,Lancashire,Leicestershire,bat,Lancashire
2015-06-15,"Woodbridge Road, Guildford",Guildford,Surrey,Glamorgan,Surrey,bat,Glamorgan
2015-06-20,"County Ground, Northampton",Northampton,Kent,Northamptonshire,Northamptonshire,field,Northamptonshire
2015-06-21,"County Ground, Derby",Derby,Surrey,Derbyshire,Derbyshire,field,Surrey
2015-06-21,"County Ground, Bristol",Bristol,Essex,Gloucestershire,Essex,bat,Essex
2015-06-22,"Sophia Gardens, Cardiff",Cardiff,Glamorgan,Leicestershire,Glamorgan,bat,Glamorgan
2015-06-27,"Kennington Oval, London",London,Surrey,Gloucestershire,Surrey,bat,Surrey
2015-06-29,"Old Trafford, Manchester",Manchester,Northamptonshire,Lancashire,Northamptonshire,bat,
2015-07-05,"Grace Road, Leicester",Leicester,Leicestershire,Kent,Kent,field,Kent
2015-07-06,"Queen's Park, Chesterfield",Chesterfield,Glamorgan,Derbyshire,Derbyshire,field,
2015-07-06,"Old Trafford, Manchester",Manchester,Lancashire,Essex,Lancashire,bat,
2015-07-08,"College Ground, Cheltenham",Cheltenham,Northamptonshire,Gloucestershire,Gloucestershire,field,Gloucestershire
2015-07-12,"County Ground, Chelmsford",Chelmsford,Essex,Glamorgan,Essex,bat,Essex
2015-07-13,"Kennington Oval, London",London,Kent,Surrey,Surrey,field,Surrey
2015-07-15,"College Ground, Cheltenham",Cheltenham,Gloucestershire,Leicestershire,Leicestershire,field,Gloucestershire
2015-07-18,"County Ground, Northampton",Northampton,Derbyshire,Northamptonshire,Derbyshire,bat,Derbyshire
2015-07-19,"Nevill Ground, Tunbridge Wells",Tunbridge Wells,Essex,Kent,Essex,bat,Kent
2015-08-04,"St Lawrence Ground, Canterbury",Canterbury,Kent,Northamptonshire,Kent,bat,Northamptonshire
2015-08-06,"St Helen's, Swansea",Swansea,Glamorgan,Gloucestershire,Glamorgan,bat,Gloucestershire
2015-08-07,"Grace Road, Leicester",Leicester,Derbyshire,Leicestershire,Leicestershire,field,Leicestershire
2015-08-21,"County Ground, Derby",Derby,Derbyshire,Kent,Kent,field,
2015-08-21,"County Ground, Bristol",Bristol,Gloucestershire,Surrey,Surrey,field,
2015-08-21,"Old Trafford, Manchester",Manchester,Lancashire,Glamorgan,Lancashire,bat,
2015-08-21,"County Ground, Northampton",Northampton,Northamptonshire,Leicestershire,Leicestershire,field,
2015-09-01,"County Ground, Chelmsford",Chelmsford,Essex,Northamptonshire,Northamptonshire,field,
2015-09-01,"Grace Road, Leicester",Leicester,Leicestershire,Gloucestershire,Gloucestershire,field,
2015-09-01,"Kennington Oval, London",London,Derbyshire,Surrey,Derbyshire,bat,Surrey
2015-09-09,"County Ground, Derby",Derby,Essex,Derbyshire,Derbyshire,field,Essex
2015-09-09,"Sophia Gardens, Cardiff",Cardiff,Kent,Glamorgan,Kent,bat,Kent
2015-09-14,"St Lawrence Ground, Canterbury",Canterbury,Kent,Gloucestershire,Gloucestershire,field,
2015-09-14,"Old Trafford, Manchester",Manchester,Surrey,Lancashire,Surrey,bat,
2015-09-14,"Grace Road, Leicester",Leicester,Leicestershire,Essex,Essex,field,Essex
2015-09-14,"County Ground, Northampton",Northampton,Glamorgan,Northamptonshire,Northamptonshire,field,
2015-09-22,"County Ground, Derby",Derby,Leicestershire,Derbyshire,Derbyshire,field,
2015-09-22,"County Ground, Chelmsford",Chelmsford,Essex,Lancashire,Lancashire,field,
2015-09-22,"County Ground, Bristol",Bristol,Glamorgan,Gloucestershire,Glamorgan,bat,
2015-09-22,"Kennington Oval, London",London,Surrey,Northamptonshire,Surrey,bat,
2015-05-15,Riverside Ground,Chester-le-Street,Durham,Northamptonshire,Northamptonshire,field,Durham
2015-05-15,County Ground,Bristol,Middlesex,Gloucestershire,Gloucestershire,field,Gloucestershire
2015-05-15,The Rose Bowl,Southampton,Hampshire,Essex,Hampshire,bat,Hampshire
2015-05-15,St Lawrence Ground,Canterbury,Kent,Sussex,Kent,bat,Kent
2015-05-15,Old Trafford,Manchester,Leicestershire,Lancashire,Leicestershire,bat,Lancashire
2015-05-15,Trent Bridge,Nottingham,Warwickshire,Nottinghamshire,Nottinghamshire,field,Nottinghamshire
2015-05-15,Kennington Oval,London,Glamorgan,Surrey,Surrey,field,Glamorgan
2015-05-15,Headingley,Leeds,Derbyshire,Yorkshire,Yorkshire,field,Yorkshire
2015-05-16,County Ground,Chelmsford,Surrey,Essex,Essex,field,Surrey
2015-05-17,County Ground,Hove,Sussex,Gloucestershire,Gloucestershire,field,Sussex
2015-05-22,Edgbaston,Birmingham,Warwickshire,Worcestershire,Worcestershire,field,Warwickshire
2015-05-22,Sophia Gardens,Cardiff,Glamorgan,Essex,Essex,field,Essex
2015-05-22,The Rose Bowl,Southampton,Hampshire,Kent,Hampshire,bat,Kent
2015-05-22,Old Trafford,Manchester,Durham,Lancashire,Durham,bat,Durham
2015-05-22,Grace Road,Leicester,Derbyshire,Leicestershire,Leicestershire,field,Leicestershire
2015-05-22,Trent Bridge,Nottingham,Nottinghamshire,Yorkshire,Yorkshire,field,Yorkshire
2015-05-24,County Ground,Bristol,Gloucestershire,Essex,Essex,field,Gloucestershire
2015-05-28,Grace Road,Leicester,Durham,Leicestershire,Durham,bat,Leicestershire
2015-05-28,Lord's,London,Middlesex,Kent,Middlesex,bat,Middlesex
2015-05-29,County Ground,Derby,Lancashire,Derbyshire,Derbyshire,field,Derbyshire
2015-05-29,Riverside Ground,Chester-le-Street,Durham,Yorkshire,Yorkshire,field,Durham
2015-05-29,County Ground,Chelmsford,Essex,Somerset,Somerset,field,Somerset
2015-05-29,Sophia Gardens,Cardiff,Hampshire,Glamorgan,Glamorgan,field,Hampshire
2015-05-29,The Kent County Cricket Ground,Beckenham,Kent,Surrey,Kent,bat,Kent
2015-05-29,County Ground,Northampton,Northamptonshire,Warwickshire,Northamptonshire,bat,Warwickshire
2015-05-29,County Ground,Hove,Middlesex,Sussex,Middlesex,bat,Middlesex
2015-05-29,"County Ground, New Road",Worcester,Leicestershire,Worcestershire,Worcestershire,field,Worcestershire
2015-05-31,Trent Bridge,Nottingham,Nottinghamshire,Durham,Durham,field,Nottinghamshire
2015-05-31,The Cooper Associates County Ground,Taunton,Kent,Somerset,Kent,bat,Kent
2015-06-04,The Rose Bowl,Southampton,Hampshire,Middlesex,Hampshire,bat,Hampshire
2015-06-05,County Ground,Derby,Durham,Derbyshire,Derbyshire,field,Durham
2015-06-05,Sophia Gardens,Cardiff,Glamorgan,Middlesex,Glamorgan,bat,Glamorgan
2015-06-05,The Kent County Cricket Ground,Beckenham,Kent,Gloucestershire,Kent,bat,Gloucestershire
2015-06-05,County Ground,Northampton,Worcestershire,Northamptonshire,Worcestershire,bat,Worcestershire
2015-06-05,Trent Bridge,Nottingham,Nottinghamshire,Leicestershire,Leicestershire,field,Leicestershire
2015-06-05,The Cooper Associates County Ground,Taunton,Hampshire,Somerset,Hampshire,bat,Somerset
2015-06-05,Kennington Oval,London,Surrey,Essex,Surrey,bat,Essex
2015-06-05,Headingley,Leeds,Yorkshire,Lancashire,Lancashire,field,Lancashire
2015-06-06,Riverside Ground,Chester-le-Street,Durham,Warwickshire,Warwickshire,field,Warwickshire
2015-06-07,"County Ground, New Road",Worcester,Nottinghamshire,Worcestershire,Worcestershire,field,Nottinghamshire
2015-06-11,County Ground,Chelmsford,Essex,Gloucestershire,Gloucestershire,field,Essex
2015-06-11,County Ground,Northampton,Derbyshire,Northamptonshire,Derbyshire,bat,Northamptonshire
2015-06-12,Edgbaston,Birmingham,Nottinghamshire,Warwickshire,Warwickshire,field,Warwickshire
2015-06-12,Riverside Ground,Chester-le-Street,Worcestershire,Durham,Worcestershire,bat,Worcestershire
2015-06-12,County Ground,Bristol,Glamorgan,Gloucestershire,Gloucestershire,field,Glamorgan
2015-06-12,St Lawrence Ground,Canterbury,Kent,Hampshire,Kent,bat,Hampshire
2015-06-12,Old Trafford,Manchester,Lancashire,Derbyshire,Derbyshire,field,Lancashire
2015-06-12,Grace Road,Leicester,Northamptonshire,Leicestershire,Leicestershire,field,
2015-06-12,County Ground,Hove,Sussex,Essex,Essex,field,Essex
2015-06-13,Sophia Gardens,Cardiff,Somerset,Glamorgan,Glamorgan,field,Glamorgan
2015-06-14,Old Deer Park,Richmond,Gloucestershire,Middlesex,Middlesex,field,Gloucestershire
2015-06-14,Arundel Castle Cricket Club Ground,,Sussex,Surrey,Sussex,bat,
2015-06-14,Headingley,Leeds,Yorkshire,Northamptonshire,Northamptonshire,field,Northamptonshire
2015-06-18,County Ground,Derby,Derbyshire,Leicestershire,Leicestershire,field,Derbyshire
2015-06-18,St Lawrence Ground,Canterbury,Essex,Kent,Kent,field,Kent
2015-06-18,Old Trafford,Manchester,Lancashire,Worcestershire,Lancashire,bat,Worcestershire
2015-06-18,Lord's,London,Hampshire,Middlesex,Hampshire,bat,Hampshire
2015-06-19,Edgbaston,Birmingham,Warwickshire,Leicestershire,Warwickshire,bat,Leicestershire
2015-06-19,County Ground,Chelmsford,Essex,Glamorgan,Glamorgan,field,Essex
2015-06-19,County Ground,Bristol,Gloucestershire,Somerset,Gloucestershire,bat,Somerset
2015-06-19,The Rose Bowl,Southampton,Hampshire,Sussex,Sussex,field,Sussex
2015-06-19,County Ground,Northampton,Northamptonshire,Lancashire,Lancashire,field,Northamptonshire
2015-06-19,Kennington Oval,London,Kent,Surrey,Kent,bat,Kent
2015-06-19,"County Ground, New Road",Worcester,Derbyshire,Worcestershire,Derbyshire,bat,Worcestershire
2015-06-19,Headingley,Leeds,Yorkshire,Nottinghamshire,Nottinghamshire,field,Yorkshire
2015-06-21,Edgbaston,Birmingham,Yorkshire,Warwickshire,Yorkshire,bat,Warwickshire
2015-06-21,Sophia Gardens,Cardiff,Glamorgan,Sussex,Sussex,field,Sussex
2015-06-25,Riverside Ground,Chester-le-Street,Durham,Lancashire,Durham,bat,Lancashire
2015-06-26,County Ground,Derby,Derbyshire,Nottinghamshire,Derbyshire,bat,Derbyshire
2015-06-26,County Ground,Chelmsford,Essex,Hampshire,Hampshire,field,Essex
2015-06-26,Sophia Gardens,Cardiff,Surrey,Glamorgan,Glamorgan,field,Surrey
2015-06-26,County Ground,Bristol,Gloucestershire,Sussex,Gloucestershire,bat,Sussex
2015-06-26,Old Trafford,Manchester,Warwickshire,Lancashire,Warwickshire,bat,Warwickshire
2015-06-26,Grace Road,Leicester,Leicestershire,Yorkshire,Yorkshire,field,
2015-06-26,Uxbridge Cricket Club Ground,,Middlesex,Somerset,Middlesex,bat,Somerset
2015-06-26,"County Ground, New Road",Worcester,Northamptonshire,Worcestershire,Worcestershire,field,Northamptonshire
2015-06-27,Trent Bridge,Nottingham,Northamptonshire,Nottinghamshire,Northamptonshire,bat,Nottinghamshire
2015-06-28,The Cooper Associates County Ground,Taunton,Glamorgan,Somerset,Somerset,field,Glamorgan
2015-07-01,Kennington Oval,London,Gloucestershire,Surrey,Gloucestershire,bat,Surrey
2015-07-02,Lord's,London,Middlesex,Sussex,Sussex,field,Sussex
2015-07-03,Edgbaston,Birmingham,Warwickshire,Derbyshire,Derbyshire,field,Warwickshire
2015-07-03,Riverside Ground,Chester-le-Street,Durham,Leicestershire,Leicestershire,field,Durham
2015-07-03,The Rose Bowl,Southampton,Glamorgan,Hampshire,Glamorgan,bat,Glamorgan
2015-07-03,Old Trafford,Manchester,Lancashire,Yorkshire,Yorkshire,field,Lancashire
2015-07-03,Trent Bridge,Nottingham,Worcestershire,Nottinghamshire,Worcestershire,bat,Worcestershire
2015-07-03,The Cooper Associates County Ground,Taunton,Somerset,Gloucestershire,Somerset,bat,Gloucestershire
2015-07-03,Kennington Oval,London,Middlesex,Surrey,Middlesex,bat,Surrey
2015-07-03,County Ground,Hove,Sussex,Kent,Kent,field,Kent
2015-07-04,Grace Road,Leicester,Warwickshire,Leicestershire,Warwickshire,bat,Warwickshire
2015-07-05,Queen's Park,Chesterfield,Northamptonshire,Derbyshire,Derbyshire,field,Northamptonshire
2015-07-05,"County Ground, New Road",Worcester,Durham,Worcestershire,Worcestershire,field,Worcestershire
2015-07-10,The Rose Bowl,Southampton,Hampshire,Surrey,Surrey,field,Hampshire
2015-07-10,St Lawrence Ground,Canterbury,Kent,Somerset,Somerset,field,Kent
2015-07-10,Grace Road,Leicester,Lancashire,Leicestershire,Leicestershire,field,Lancashire
2015-07-10,Old Deer Park,Richmond,Essex,Middlesex,Essex,bat,Middlesex
2015-07-10,Trent Bridge,Nottingham,Nottinghamshire,Derbyshire,Nottinghamshire,bat,Nottinghamshire
2015-07-10,County Ground,Hove,Glamorgan,Sussex,Glamorgan,bat,Sussex
2015-07-10,"County Ground, New Road",Worcester,Worcestershire,Warwickshire,Warwickshire,field,Warwickshire
2015-07-10,Headingley,Leeds,Durham,Yorkshire,Durham,bat,Yorkshire
2015-07-12,Queen's Park,Chesterfield,Yorkshire,Derbyshire,Derbyshire,field,Derbyshire
2015-07-12,College Ground,Cheltenham,Gloucestershire,Kent,Kent,field,Kent
2015-07-12,County Ground,Northampton,Leicestershire,Northamptonshire,Northamptonshire,field,Northamptonshire
2015-07-14,College Ground,Cheltenham,Hampshire,Gloucestershire,Gloucestershire,field,Gloucestershire
2015-07-14,Headingley,Leeds,Worcestershire,Yorkshire,Worcestershire,bat,Worcestershire
2015-07-15,Old Trafford,Manchester,Lancashire,Nottinghamshire,Lancashire,bat,Nottinghamshire
2015-07-17,Edgbaston,Birmingham,Lancashire,Warwickshire,Warwickshire,field,Lancashire
2015-07-17,County Ground,Derby,Derbyshire,Worcestershire,Derbyshire,bat,Worcestershire
2015-07-17,Riverside Ground,Chester-le-Street,Nottinghamshire,Durham,Durham,field,Nottinghamshire
2015-07-17,County Ground,Chelmsford,Middlesex,Essex,Middlesex,bat,Essex
2015-07-17,Nevill Ground,Tunbridge Wells,Glamorgan,Kent,Glamorgan,bat,Glamorgan
2015-07-17,County Ground,Northampton,Yorkshire,Northamptonshire,Northamptonshire,field,Northamptonshire
2015-07-17,Kennington Oval,London,Surrey,Somerset,Surrey,bat,Surrey
2015-07-17,County Ground,Hove,Hampshire,Sussex,Sussex,field,Hampshire
2015-07-22,Edgbaston,Birmingham,Warwickshire,Northamptonshire,Northamptonshire,field,Warwickshire
2015-07-23,The Rose Bowl,Southampton,Hampshire,Somerset,Hampshire,bat,Hampshire
2015-07-23,Lord's,London,Middlesex,Surrey,Middlesex,bat,Middlesex
2015-07-24,Sophia Gardens,Cardiff,Glamorgan,Gloucestershire,Gloucestershire,field,Gloucestershire
2015-07-24,Headingley,Leeds,Warwickshire,Yorkshire,Warwickshire,bat,Yorkshire
2015-08-12,County Ground,Hove,Sussex,Northamptonshire,Northamptonshire,field,Northamptonshire
2015-08-14,"County Ground, New Road",Worcester,Hampshire,Worcestershire,Worcestershire,field,Hampshire
2015-08-15,St Lawrence Ground,Canterbury,Kent,Lancashire,Lancashire,field,Lancashire
2015-08-29,Edgbaston,Birmingham,Warwickshire,Northamptonshire,Northamptonshire,field,Northamptonshire
2015-08-29,Edgbaston,Birmingham,Hampshire,Lancashire,Hampshire,bat,Lancashire
2015-08-29,Edgbaston,Birmingham,Lancashire,Northamptonshire,Northamptonshire,field,Lancashire
2015-07-25,"County Ground, Northampton",Northampton,Durham,Northamptonshire,Northamptonshire,field,Durham
2015-07-25,"Welbeck Colliery Cricket Club Ground, Market Warsop",Market Warsop,Warwickshire,Nottinghamshire,Nottinghamshire,field,Nottinghamshire
2015-07-26,"Welbeck Colliery Cricket Club Ground, Market Warsop",Market Warsop,Nottinghamshire,Glamorgan,Glamorgan,field,
2015-07-26,"County Ground, Taunton",Taunton,Derbyshire,Somerset,Somerset,field,Derbyshire
2015-07-26,"North Marine Road Ground, Scarborough",Scarborough,Yorkshire,Gloucestershire,Yorkshire,bat,
2015-07-27,"County Ground, Derby",Derby,Yorkshire,Derbyshire,Derbyshire,field,Yorkshire
2015-07-27,"County Ground, Chelmsford",Chelmsford,Lancashire,Essex,Essex,field,Essex
2015-07-27,"The Rose Bowl, Southampton",Southampton,Hampshire,Sussex,Hampshire,bat,Hampshire
2015-07-27,"Kennington Oval, London",London,Surrey,Northamptonshire,Surrey,bat,Surrey
2015-07-28,"Sophia Gardens, Cardiff",Cardiff,Kent,Glamorgan,Glamorgan,field,Glamorgan
2015-07-29,"County Ground, Chelmsford",Chelmsford,Essex,Warwickshire,Warwickshire,field,Essex
2015-07-29,"County Ground, Bristol",Bristol,Derbyshire,Gloucestershire,Gloucestershire,field,Gloucestershire
2015-07-29,"Stanley Park, Blackpool",Blackpool,Middlesex,Lancashire,Lancashire,field,Lancashire
2015-07-29,"County Ground, Northampton",Northampton,Northamptonshire,Leicestershire,Northamptonshire,bat,Northamptonshire
2015-07-29,"County Ground, Taunton",Taunton,Somerset,Durham,Somerset,bat,Durham
2015-07-29,"Kennington Oval, London",London,Surrey,Yorkshire,Surrey,bat,Surrey
2015-07-30,"St Lawrence Ground, Canterbury",Canterbury,Hampshire,Kent,Kent,field,Kent
2015-07-30,"County Ground, Hove",Brighton,Sussex,Nottinghamshire,Sussex,bat,Nottinghamshire
2015-07-30,"County Ground, New Road, Worcester",Worcester,Yorkshire,Worcestershire,Yorkshire,bat,Yorkshire
2015-07-31,"County Ground, Derby",Derby,Northamptonshire,Derbyshire,Derbyshire,field,Derbyshire
2015-07-31,"Riverside Ground, Chester-le-Street",Chester-le-Street,Surrey,Durham,Durham,field,Surrey
2015-07-31,"Sophia Gardens, Cardiff",Cardiff,Glamorgan,Essex,Essex,field,Glamorgan
2015-07-31,"Grace Road, Leicester",Leicester,Gloucestershire,Leicestershire,Leicestershire,field,Gloucestershire
2015-07-31,"Brunton Memorial Ground, Radlett",Radlett,Middlesex,Kent,Middlesex,bat,Middlesex
2015-07-31,"County Ground, Taunton",Taunton,Somerset,Worcestershire,Somerset,bat,Somerset
2015-08-01,"The Rose Bowl, Southampton",Southampton,Middlesex,Hampshire,Middlesex,bat,Hampshire
2015-08-02,"Riverside Ground, Chester-le-Street",Chester-le-Street,Durham,Yorkshire,Yorkshire,field,Yorkshire
2015-08-02,"County Ground, Chelmsford",Chelmsford,Essex,Nottinghamshire,Nottinghamshire,field,Nottinghamshire
2015-08-02,"Sophia Gardens, Cardiff",Cardiff,Glamorgan,Hampshire,Glamorgan,bat,
2015-08-02,"County Ground, Bristol",Bristol,Somerset,Gloucestershire,Somerset,bat,Gloucestershire
2015-08-02,"St Lawrence Ground, Canterbury",Canterbury,Sussex,Kent,Kent,field,Kent
2015-08-02,"Old Trafford, Manchester",Manchester,Lancashire,Warwickshire,Warwickshire,field,Warwickshire
2015-08-02,"Woodbridge Road, Guildford",Guildford,Surrey,Derbyshire,Derbyshire,field,Surrey
2015-08-02,"County Ground, New Road, Worcester",Worcester,Northamptonshire,Worcestershire,Northamptonshire,bat,Northamptonshire
2015-08-03,"County Ground, Northampton",Northampton,Somerset,Northamptonshire,Somerset,bat,Northamptonshire
2015-08-03,"County Ground, Hove",Brighton,Middlesex,Sussex,Sussex,field,Middlesex
2015-08-03,"Edgbaston, Birmingham",Birmingham,Glamorgan,Warwickshire,Glamorgan,bat,Warwickshire
2015-08-03,"Headingley, Leeds",Leeds,Yorkshire,Leicestershire,Leicestershire,field,Yorkshire
2015-08-04,"County Ground, Derby",Derby,Leicestershire,Derbyshire,Derbyshire,field,Derbyshire
2015-08-04,"County Ground, Bristol",Bristol,Gloucestershire,Durham,Gloucestershire,bat,Gloucestershire
2015-08-04,"The Rose Bowl, Southampton",Southampton,Hampshire,Essex,Hampshire,bat,Essex
2015-08-04,"Aigburth, Liverpool",Liverpool,Lancashire,Nottinghamshire,Nottinghamshire,field,Nottinghamshire
2015-08-04,"Kennington Oval, London",London,Surrey,Worcestershire,Surrey,bat,Surrey
2015-08-05,"St Helen's, Swansea",Swansea,Glamorgan,Sussex,Sussex,field,
2015-08-05,"Edgbaston, Birmingham",Birmingham,Hampshire,Warwickshire,Warwickshire,field,Hampshire
2015-08-05,"County Ground, New Road, Worcester",Worcester,Worcestershire,Gloucestershire,Gloucestershire,field,Gloucestershire
2015-08-05,"North Marine Road Ground, Scarborough",Scarborough,Yorkshire,Somerset,Yorkshire,bat,Somerset
2015-08-06,"Grace Road, Leicester",Leicester,Durham,Leicestershire,Leicestershire,field,Durham
2015-08-06,"Lord's, London",London,Nottinghamshire,Middlesex,Middlesex,field,Nottinghamshire
2015-08-08,"St Lawrence Ground, Canterbury",Canterbury,Lancashire,Kent,Kent,field,Lancashire
2015-08-17,"Riverside Ground, Chester-le-Street",Chester-le-Street,Durham,Derbyshire,Derbyshire,field,Durham
2015-08-17,"The Rose Bowl, Southampton",Southampton,Lancashire,Hampshire,Lancashire,bat,Lancashire
2015-08-17,"Lord's, London",London,Glamorgan,Middlesex,Glamorgan,bat,Middlesex
2015-08-17,"County Ground, Northampton",Northampton,Gloucestershire,Northamptonshire,Gloucestershire,bat,Northamptonshire
2015-08-17,"Trent Bridge, Nottingham",Nottingham,Nottinghamshire,Kent,Kent,field,Kent
2015-08-17,"County Ground, Taunton",Taunton,Surrey,Somerset,Somerset,field,Somerset
2015-08-17,Rugby School Ground,Rugby,Sussex,Warwickshire,Warwickshire,field,Warwickshire
2015-08-17,"County Ground, New Road, Worcester",Worcester,Leicestershire,Worcestershire,Leicestershire,bat,Worcestershire
2015-08-18,"County Ground, Derby",Derby,Derbyshire,Worcestershire,Derbyshire,bat,Derbyshire
2015-08-18,"County Ground, Bristol",Bristol,Surrey,Gloucestershire,Gloucestershire,field,Surrey
2015-08-18,"Grace Road, Leicester",Leicester,Leicestershire,Somerset,Somerset,field,Somerset
2015-08-19,"Old Trafford, Manchester",Manchester,Lancashire,Glamorgan,Glamorgan,field,
2015-08-19,"Trent Bridge, Nottingham",Nottingham,Nottinghamshire,Hampshire,Hampshire,field,
2015-08-19,"County Ground, Hove",Brighton,Sussex,Essex,Essex,field,
2015-08-25,"Trent Bridge, Nottingham",Nottingham,Nottinghamshire,Durham,Durham,field,Nottinghamshire
2015-08-26,"County Ground, Bristol",Bristol,Hampshire,Gloucestershire,Gloucestershire,field,Gloucestershire
2015-08-27,"County Ground, Chelmsford",Chelmsford,Yorkshire,Essex,Essex,field,Yorkshire
2015-08-27,"Kennington Oval, London",London,Surrey,Kent,Surrey,bat,Surrey
2015-09-06,"Headingley, Leeds",Leeds,Yorkshire,Gloucestershire,Gloucestershire,field,Gloucestershire
2015-09-07,"Kennington Oval, London",London,Surrey,Nottinghamshire,Surrey,bat,Surrey
2015-09-19,"Lord's, London",London,Gloucestershire,Surrey,Surrey,field,Gloucestershire
2015-06-03,"Windsor Park, Roseau",Dominica,West Indies,Australia,West Indies,bat,Australia
2015-06-11,"Sabina Park, Kingston",Jamaica,West Indies,Australia,West Indies,field,Australia
2015-01-12,Dubai International Cricket Stadium,,Ireland,Scotland,Ireland,field,Ireland
2015-01-25,Al Dhaid Cricket Village,,Malaysia,Maldives,Malaysia,bat,Malaysia
2015-01-26,Al Dhaid Cricket Village,,Kuwait,Saudi Arabia,Saudi Arabia,field,Kuwait
2015-01-26,Sharjah Cricket Stadium,,Malaysia,Oman,Oman,bat,Oman
2015-01-27,Sharjah Cricket Stadium,,Kuwait,Maldives,Maldives,bat,Kuwait
2015-01-27,Al Dhaid Cricket Village,,Oman,Singapore,Singapore,bat,Singapore
2015-01-27,Sharjah Cricket Stadium,,Malaysia,Saudi Arabia,Saudi Arabia,bat,Saudi Arabia
2015-01-29,Sharjah Cricket Stadium,,Maldives,Oman,Oman,field,Oman
2015-01-29,Sharjah Cricket Stadium,,Saudi Arabia,Singapore,Saudi Arabia,bat,Saudi Arabia
2015-01-30,Sharjah Cricket Stadium,,Kuwait,Oman,Oman,bat,Oman
2015-01-30,Sharjah Cricket Stadium,,Malaysia,Singapore,Singapore,bat,Malaysia
2015-01-17,Wanderers Cricket Ground,Windhoek,Namibia,Kenya,Namibia,field,Namibia
2015-01-17,United Cricket Club Ground,Windhoek,Canada,Netherlands,Canada,field,Netherlands
2015-01-17,Affies Park,Windhoek,Nepal,Uganda,Uganda,bat,Uganda
2015-01-18,Wanderers Cricket Ground,Windhoek,Namibia,Uganda,Uganda,bat,Namibia
2015-01-18,United Cricket Club Ground,Windhoek,Netherlands,Nepal,Netherlands,bat,Nepal
2015-01-18,Affies Park,Windhoek,Canada,Kenya,Canada,bat,Canada
2015-01-20,Wanderers Cricket Ground,Windhoek,Canada,Nepal,Canada,bat,Nepal
2015-01-20,United Cricket Club Ground,Windhoek,Kenya,Uganda,Kenya,field,Kenya
2015-01-20,Affies Park,Windhoek,Namibia,Netherlands,Netherlands,field,Namibia
2015-01-21,United Cricket Club Ground,Windhoek,Namibia,Nepal,Nepal,field,Nepal
2015-01-21,Affies Park,Windhoek,Canada,Uganda,Canada,bat,Canada
2015-01-23,Wanderers Cricket Ground,Windhoek,Netherlands,Uganda,Netherlands,field,Netherlands
2015-01-23,United Cricket Club Ground,Windhoek,Namibia,Canada,Namibia,field,Namibia
2015-01-23,Affies Park,Windhoek,Kenya,Nepal,Kenya,field,Kenya
2015-01-24,Affies Park,Windhoek,Kenya,Nepal,Nepal,field,Kenya
2015-01-24,United Cricket Club Ground,Windhoek,Canada,Uganda,Canada,bat,Uganda
2015-01-24,Wanderers Cricket Ground,Windhoek,Namibia,Netherlands,Netherlands,field,Netherlands
2015-07-05,Shere Bangla National Stadium,Mirpur,Bangladesh,South Africa,South Africa,bat,South Africa
2015-07-07,Shere Bangla National Stadium,Mirpur,Bangladesh,South Africa,South Africa,bat,South Africa
2015-07-10,Shere Bangla National Stadium,Mirpur,Bangladesh,South Africa,Bangladesh,bat,South Africa
2015-07-12,Shere Bangla National Stadium,Mirpur,Bangladesh,South Africa,South Africa,bat,Bangladesh
2015-07-15,Zahur Ahmed Chowdhury Stadium,Chittagong,Bangladesh,South Africa,South Africa,bat,Bangladesh
2015-07-21,Zahur Ahmed Chowdhury Stadium,Chittagong,Bangladesh,South Africa,South Africa,bat,
2015-07-30,Shere Bangla National Stadium,Mirpur,Bangladesh,South Africa,Bangladesh,bat,
2015-04-08,Eden Gardens,Kolkata,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Kolkata Knight Riders
2015-04-09,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,Chennai Super Kings
2015-04-10,Maharashtra Cricket Association Stadium,Pune,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,Rajasthan Royals
2015-04-11,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Chennai Super Kings
2015-04-11,Eden Gardens,Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore
2015-04-12,Feroz Shah Kotla,Delhi,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals
2015-04-12,Wankhede Stadium,Mumbai,Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,Kings XI Punjab
